label,city,state_slug,state_abbr,url,population
"Rice County, MN",Rice County,minnesota,MN,/minnesota/rice-county/?tab=insights,67097
"Richfield, MN",Richfield,minnesota,MN,/minnesota/richfield/?tab=insights,36216
"Richmond, MN",Richmond,minnesota,MN,/minnesota/richmond/?tab=insights,1557
"Robbinsdale, MN",Robbinsdale,minnesota,MN,/minnesota/robbinsdale/?tab=insights,14646
"Rochester, MN",Rochester,minnesota,MN,/minnesota/rochester/?tab=insights,112225
"Rock, MN",Rock,minnesota,MN,/minnesota/rock/?tab=insights,163687
"Rock Creek, MN",Rock Creek,minnesota,MN,/minnesota/rock-creek/?tab=insights,1682
"Rockford, MN",Rockford,minnesota,MN,/minnesota/rockford/?tab=insights,4358
"Rockville, MN",Rockville,minnesota,MN,/minnesota/rockville/?tab=insights,2514
"Rogers, MN",Rogers,minnesota,MN,/minnesota/rogers/?tab=insights,12562
"Rosemount, MN",Rosemount,minnesota,MN,/minnesota/rosemount/?tab=insights,25650
"Roseville, MN",Roseville,minnesota,MN,/minnesota/roseville/?tab=insights,35580
"Royalton, MN",Royalton,minnesota,MN,/minnesota/royalton/?tab=insights,1281
"Rush City, MN",Rush City,minnesota,MN,/minnesota/rush-city/?tab=insights,3228
"Rushford, MN",Rushford,minnesota,MN,/minnesota/rushford/?tab=insights,1860
"Saint Anthony, MN",Saint Anthony,minnesota,MN,/minnesota/saint-anthony/?tab=insights,8226
"Saint Augusta, MN",Saint Augusta,minnesota,MN,/minnesota/saint-augusta/?tab=insights,3317
"Saint Bonifacius, MN",Saint Bonifacius,minnesota,MN,/minnesota/saint-bonifacius/?tab=insights,2283
"Saint Charles, MN",Saint Charles,minnesota,MN,/minnesota/saint-charles/?tab=insights,3735
"Saint Cloud, MN",Saint Cloud,minnesota,MN,/minnesota/saint-cloud/?tab=insights,65842
"Saint Francis, MN",Saint Francis,minnesota,MN,/minnesota/saint-francis/?tab=insights,7218
"Saint James, MN",Saint James,minnesota,MN,/minnesota/saint-james/?tab=insights,4605
"Saint Joseph, MN",Saint Joseph,minnesota,MN,/minnesota/saint-joseph/?tab=insights,6534
"Saint Louis, MN",Saint Louis,minnesota,MN,/minnesota/saint-louis/?tab=insights,0
"Saint Louis Park, MN",Saint Louis Park,minnesota,MN,/minnesota/saint-louis-park/?tab=insights,45250
"Saint Michael, MN",Saint Michael,minnesota,MN,/minnesota/saint-michael/?tab=insights,16399
"Saint Paul, MN",Saint Paul,minnesota,MN,/minnesota/saint-paul/?tab=insights,311527
"Saint Paul Park, MN",Saint Paul Park,minnesota,MN,/minnesota/saint-paul-park/?tab=insights,5279
"Saint Peter, MN",Saint Peter,minnesota,MN,/minnesota/saint-peter/?tab=insights,11196
"Sandstone, MN",Sandstone,minnesota,MN,/minnesota/sandstone/?tab=insights,2462
"Sartell, MN",Sartell,minnesota,MN,/minnesota/sartell/?tab=insights,19351
"Sauk Centre, MN",Sauk Centre,minnesota,MN,/minnesota/sauk-centre/?tab=insights,4555
"Sauk Rapids, MN",Sauk Rapids,minnesota,MN,/minnesota/sauk-rapids/?tab=insights,13862
"Savage, MN",Savage,minnesota,MN,/minnesota/savage/?tab=insights,32465
"Scandia, MN",Scandia,minnesota,MN,/minnesota/scandia/?tab=insights,4057
"Shafer, MN",Shafer,minnesota,MN,/minnesota/shafer/?tab=insights,1142
"Shakopee, MN",Shakopee,minnesota,MN,/minnesota/shakopee/?tab=insights,43698
"Sherburn, MN",Sherburn,minnesota,MN,/minnesota/sherburn/?tab=insights,1058
"Sherburne, MN",Sherburne,minnesota,MN,/minnesota/sherburne/?tab=insights,97183
"Shoreview, MN",Shoreview,minnesota,MN,/minnesota/shoreview/?tab=insights,26921
"Shorewood, MN",Shorewood,minnesota,MN,/minnesota/shorewood/?tab=insights,7783
"Silver Bay, MN",Silver Bay,minnesota,MN,/minnesota/silver-bay/?tab=insights,1813
"Slayton, MN",Slayton,minnesota,MN,/minnesota/slayton/?tab=insights,2013
"Sleepy Eye, MN",Sleepy Eye,minnesota,MN,/minnesota/sleepy-eye/?tab=insights,3452
"South Saint Paul, MN",South Saint Paul,minnesota,MN,/minnesota/south-saint-paul/?tab=insights,20160
"Spicer, MN",Spicer,minnesota,MN,/minnesota/spicer/?tab=insights,1112
"Spring Grove, MN",Spring Grove,minnesota,MN,/minnesota/spring-grove/?tab=insights,1293
"Spring Lake Park, MN",Spring Lake Park,minnesota,MN,/minnesota/spring-lake-park/?tab=insights,7188
"Spring Park, MN",Spring Park,minnesota,MN,/minnesota/spring-park/?tab=insights,1734
"Spring Valley, MN",Spring Valley,minnesota,MN,/minnesota/spring-valley/?tab=insights,2413
"Springfield, MN",Springfield,minnesota,MN,/minnesota/springfield/?tab=insights,2068
"Stacy, MN",Stacy,minnesota,MN,/minnesota/stacy/?tab=insights,1703
"Staples, MN",Staples,minnesota,MN,/minnesota/staples/?tab=insights,2885
"Starbuck, MN",Starbuck,minnesota,MN,/minnesota/starbuck/?tab=insights,1264
"Stearns, MN",Stearns,minnesota,MN,/minnesota/stearns/?tab=insights,158292
"Stevens, MN",Stevens,minnesota,MN,/minnesota/stevens/?tab=insights,46445
"Stewartville, MN",Stewartville,minnesota,MN,/minnesota/stewartville/?tab=insights,6687
"Stillwater, MN",Stillwater,minnesota,MN,/minnesota/stillwater/?tab=insights,18924
"Taylors Falls, MN",Taylors Falls,minnesota,MN,/minnesota/taylors-falls/?tab=insights,1055
"Thief River Falls, MN",Thief River Falls,minnesota,MN,/minnesota/thief-river-falls/?tab=insights,8749
"Tonka Bay, MN",Tonka Bay,minnesota,MN,/minnesota/tonka-bay/?tab=insights,1442
"Tracy, MN",Tracy,minnesota,MN,/minnesota/tracy/?tab=insights,2117
"Truman, MN",Truman,minnesota,MN,/minnesota/truman/?tab=insights,1092
"Two Harbors, MN",Two Harbors,minnesota,MN,/minnesota/two-harbors/?tab=insights,3633
"Tyler, MN",Tyler,minnesota,MN,/minnesota/tyler/?tab=insights,1138
"Vadnais Heights, MN",Vadnais Heights,minnesota,MN,/minnesota/vadnais-heights/?tab=insights,12912
"Victoria, MN",Victoria,minnesota,MN,/minnesota/victoria/?tab=insights,10546
"Vineland, MN",Vineland,minnesota,MN,/minnesota/vineland/?tab=insights,1001
"Virginia, MN",Virginia,minnesota,MN,/minnesota/virginia/?tab=insights,8421
"Wabasha County, MN",Wabasha County,minnesota,MN,/minnesota/wabasha-county/?tab=insights,21387
"Waconia, MN",Waconia,minnesota,MN,/minnesota/waconia/?tab=insights,13033
"Waite Park, MN",Waite Park,minnesota,MN,/minnesota/waite-park/?tab=insights,8341
"Walker, MN",Walker,minnesota,MN,/minnesota/walker/?tab=insights,966
"Wanamingo, MN",Wanamingo,minnesota,MN,/minnesota/wanamingo/?tab=insights,1113
"Warren, MN",Warren,minnesota,MN,/minnesota/warren/?tab=insights,1351
"Warroad, MN",Warroad,minnesota,MN,/minnesota/warroad/?tab=insights,1830
"Waseca County, MN",Waseca County,minnesota,MN,/minnesota/waseca-county/?tab=insights,18968
"Washington County, MN",Washington County,minnesota,MN,/minnesota/washington-county/?tab=insights,209349
"Watertown, MN",Watertown,minnesota,MN,/minnesota/watertown/?tab=insights,4289
"Waterville, MN",Waterville,minnesota,MN,/minnesota/waterville/?tab=insights,1849
"Waverly, MN",Waverly,minnesota,MN,/minnesota/waverly/?tab=insights,1396
"Wayzata, MN",Wayzata,minnesota,MN,/minnesota/wayzata/?tab=insights,4434
"Wells, MN",Wells,minnesota,MN,/minnesota/wells/?tab=insights,2247
"West Coon Rapids, MN",West Coon Rapids,minnesota,MN,/minnesota/west-coon-rapids/?tab=insights,62528
"West Saint Paul, MN",West Saint Paul,minnesota,MN,/minnesota/west-saint-paul/?tab=insights,19540
"Wheaton, MN",Wheaton,minnesota,MN,/minnesota/wheaton/?tab=insights,1362
"White Bear Lake, MN",White Bear Lake,minnesota,MN,/minnesota/white-bear-lake/?tab=insights,24883
"Willmar, MN",Willmar,minnesota,MN,/minnesota/willmar/?tab=insights,21015
"Windom, MN",Windom,minnesota,MN,/minnesota/windom/?tab=insights,4798
"Winnebago, MN",Winnebago,minnesota,MN,/minnesota/winnebago/?tab=insights,1391
"Winona, MN",Winona,minnesota,MN,/minnesota/winona/?tab=insights,27094
"Winona County, MN",Winona County,minnesota,MN,/minnesota/winona-county/?tab=insights,49671
"Winsted, MN",Winsted,minnesota,MN,/minnesota/winsted/?tab=insights,2240
"Winthrop, MN",Winthrop,minnesota,MN,/minnesota/winthrop/?tab=insights,1363
"Woodbury, MN",Woodbury,minnesota,MN,/minnesota/woodbury/?tab=insights,75102
"Worthington, MN",Worthington,minnesota,MN,/minnesota/worthington/?tab=insights,14786
"Wright, MN",Wright,minnesota,MN,/minnesota/wright/?tab=insights,141337
"Wyoming, MN",Wyoming,minnesota,MN,/minnesota/wyoming/?tab=insights,7813
"Young America Historical, MN",Young America Historical,minnesota,MN,/minnesota/young-america-historical/?tab=insights,1530
"Zimmerman, MN",Zimmerman,minnesota,MN,/minnesota/zimmerman/?tab=insights,6189
"Zumbrota, MN",Zumbrota,minnesota,MN,/minnesota/zumbrota/?tab=insights,3726
Mississippi,,mississippi,MS,/mississippi/,
Missouri,,missouri,MO,/missouri/,
Montana,,montana,MT,/montana/,
Nebraska,,nebraska,NE,/nebraska/,
Nevada,,nevada,NV,/nevada/,
New Hampshire,,new-hampshire,NH,/new-hampshire/,
New Jersey,,new-jersey,NJ,/new-jersey/,
New Mexico,,new-mexico,NM,/new-mexico/,
New York,,new-york,NY,/new-york/,
North Carolina,,north-carolina,NC,/north-carolina/,
North Dakota,,north-dakota,ND,/north-dakota/,
Ohio,,ohio,OH,/ohio/,
Oklahoma,,oklahoma,OK,/oklahoma/,
Oregon,,oregon,OR,/oregon/,
Pennsylvania,,pennsylvania,PA,/pennsylvania/,
Rhode Island,,rhode-island,RI,/rhode-island/,
South Carolina,,south-carolina,SC,/south-carolina/,
South Dakota,,south-dakota,SD,/south-dakota/,
Tennessee,,tennessee,TN,/tennessee/,
Texas,,texas,TX,/texas/,
Utah,,utah,UT,/utah/,
Vermont,,vermont,VT,/vermont/,
Virginia,,virginia,VA,/virginia/,
Washington,,washington,WA,/washington/,
West Virginia,,west-virginia,WV,/west-virginia/,
Wisconsin,,wisconsin,WI,/wisconsin/,
Wyoming,,wyoming,WY,/wyoming/,
