city,state_slug,population
West Richland,wa,16295
Buckhall,va,16293
Sikeston,mo,16291
Muscle Shoals,al,16275
Baychester,ny,16274
Hopatcong Hills,nj,16267
Waterville,me,16261
Oroville,ca,16260
Roosevelt,ny,16258
Mercedes,tx,16258
Americus,ga,16230
Hermitage,pa,16230
Poplar Bluff,mo,16225
Bayfield,wi,16220
Bellmore,ny,16218
Hibbing,mn,16214
Easthampton,ma,16211
Tahlequah,ok,16209
Sudley,va,16203
Dublin,ga,16197
River Falls,wi,16182
Floral Park,ny,16172
Saraland,al,16171
Long County,ga,16168
Dyersburg,tn,16164
Bay Village,oh,16163
Cimarron Hills,co,16161
Katy,tx,16158
Brunswick,ga,16157
Parke,in,16156
South Houston,tx,16153
Clarksburg,wv,16152
Jollyville,tx,16151
Ocean Acres,nj,16142
Gatesville,tx,16135
Wolf Trap,va,16131
Madison,nj,16126
Appomattox County,va,16119
Portland,tx,16116
Midway,fl,16115
Crawford,ar,16113
Crawford,ga,16113
Crawford,il,16113
Crawford,in,16113
Crawford,ia,16113
Crawford,ks,16113
Crawford,mi,16113
Crawford,mo,16113
Crawford,oh,16113
Crawford,pa,16113
Crawford,wi,16113
Trinity County,ca,16112
Stallings,nc,16112
Trinity County,tx,16112
Sulphur Springs,tx,16098
Maryland City,md,16093
Duxbury,ma,16090
Grandville,mi,16083
Radford,va,16070
Frankfort,in,16060
West Columbia,sc,16060
Prospect Heights,il,16058
Dickson,tn,16058
Chickasha,ok,16051
Mount Pleasant,tx,16051
Titus,tx,16051
Rye,ny,16046
Fort Hunt,va,16045
Gardendale,al,16044
Bates,mo,16042
Rockcastle,ky,16037
Ashland County,oh,16027
Ashland County,wi,16027
Buffalo,mn,16026
Hewitt,tx,16026
Lake Mary,fl,16021
Kerman,ca,16016
Ripon,ca,16013
The Dalles,or,16010
Republic,mo,16005
Middleburg Heights,oh,16004
Cherry Hill,va,16000
Orange County,ca,15999
Country Walk,fl,15997
Riverdale,ga,15989
Coos Bay,or,15985
Patillas,pr,15985
Mountain Home,id,15979
Lady Lake,fl,15970
Prosper,tx,15967
Walnut Park,ca,15966
Pecan Grove,tx,15963
Overland,mo,15955
Thibodaux,la,15948
Four Corners,or,15947
Casey,ky,15941
North Liberty,ia,15931
Burlington,ky,15926
Fairhaven,ma,15924
Vincent,ca,15922
Southchase,fl,15921
Otoe,ne,15912
Neosho,ks,15904
North Arlington,nj,15904
Highland Village,tx,15899
Boone County,in,15892
Lebanon,in,15892
Clayton,mo,15884
Pearl River,ny,15876
Myrtle Grove,fl,15870
Aldine,tx,15869
Westbury,ny,15864
Talladega,al,15861
Longmeadow,ma,15853
Brunswick County,nc,15849
Brunswick County,va,15849
Port Washington,ny,15846
Arroyo,pr,15843
Aurora,oh,15838
Adams Morgan,dc,15830
Sequatchie,tn,15826
Lutherville-Timonium,md,15814
Rutland,vt,15807
Warsaw,in,15804
Ashland,ma,15802
Hybla Valley,va,15801
Opelousas,la,15786
Elkton,md,15782
Live Oak,ca,15781
Live Oak,tx,15781
Niceville,fl,15772
Marco Island,fl,15760
Alton,tx,15760
Pinehurst,nc,15752
Lynden,wa,15749
Wilkinsburg,pa,15731
Willow Grove,pa,15726
Avon Center,oh,15724
La Grange,il,15723
Leon,fl,15719
Leon,tx,15719
Grand,co,15717
Grand,ut,15717
Highland Springs,va,15711
New Haven,in,15709
Mill Creek East,wa,15709
Mount Clemens,mi,15697
Aitkin County,mn,15697
Greenwood Village,co,15691
Traverse City,mi,15678
Mitchell,sd,15669
Pemiscot,mo,15661
Hormigueros,pr,15654
Bryn Mawr-Skyway,wa,15645
Nottoway,va,15642
Shively,ky,15636
Eloy,az,15635
Grain Valley,mo,15627
Bradley,il,15617
Kankakee County,il,15617
Auburndale,fl,15616
McKinley Park,il,15612
Gooding County,id,15598
Elkridge,md,15593
Marquette County,mi,15592
Marquette County,wi,15592
Port Orchard,wa,15587
La Palma,ca,15581
Scottsboro,al,15578
Grovetown,ga,15577
Chubbuck,id,15570
Hayden,id,15570
Williamstown,nj,15567
Long Beach,ms,15555
North Reading,ma,15554
Otsego,mn,15551
Fillmore,ca,15548
Southern Pines,nc,15545
Alum Rock,ca,15536
Seekonk,ma,15531
Addison,tx,15518
DeWitt,tx,15516
Hurricane,ut,15501
Plainfield,ct,15498
Hanover,pa,15496
Harper Woods,mi,15492
Lithia Springs,ga,15491
Farmingville,ny,15481
Mastic,ny,15481
Greeneville,tn,15479
Setauket-East Setauket,ny,15477
Harrison,nj,15474
Moniteau,mo,15473
Martha Lake,wa,15473
Port Richmond,ny,15470
Indianola,ia,15467
Perry,ga,15457
Hartselle,al,15455
Jasper,in,15451
Clive,ia,15447
Vermillion,in,15439
Greenwood,ms,15431
Great Falls,va,15427
Redwood,mn,15425
Jamestown,nd,15422
Terrace Heights,ny,15421
Ledyard,ct,15413
Emerson Hill,ny,15412
Avocado Heights,ca,15411
Yankton,sd,15411
Eden,nc,15403
Makakilo City,hi,15383
Bostonia,ca,15379
Iona,fl,15369
Tipton County,in,15359
Tipton County,tn,15359
Newport,ky,15354
Payson,az,15345
Storrs,ct,15344
Grayson County,ky,15333
Grayson County,tx,15333
Grayson County,va,15333
Roseau County,mn,15331
Rio Grande City,tx,15317
Bellevue,wi,15317
Sunland,ca,15316
Brownsville,fl,15313
Wailuku,hi,15313
Warren Township,nj,15311
West Feliciana,la,15310
Seaford,ny,15294
Dallas,or,15277
Graniteville,ny,15272
Richmond County,ny,15272
Henderson,nc,15271
Damascus,md,15257
Shelbyville,ky,15253
Phillipsburg,nj,15249
Roanoke Rapids,nc,15229
Alleghany,nc,15223
Alleghany,va,15223
South Yuba City,ca,15217
Uvalde,tx,15217
Merrifield,va,15212
Page,ia,15211
Page,va,15211
Berkley,mi,15194
Pecos County,tx,15193
Asbury Park,nj,15188
Fords,nj,15187
Kapolei,hi,15186
New Territory,tx,15186
Kingfisher County,ok,15184
Depew,ny,15178
McKinleyville,ca,15177
Brunswick,me,15175
Highview,ky,15167
Kenmore,ny,15160
Belvedere Park,ga,15152
Seven Oaks,sc,15144
Raynham,ma,15142
Wilmington Island,ga,15138
Gates-North Gates,ny,15138
East Rancho Dominguez,ca,15135
Gloversville,ny,15131
West Park,fl,15130
Tonawanda,ny,15129
Cloverly,md,15126
Newton,ia,15125
Whitman,ma,15121
Lamont,ca,15120
Swampscott,ma,15111
Buda,tx,15108
Rio Linda,ca,15106
Davidson,nc,15106
Vandalia,oh,15106
Ramsey,nj,15102
Pacific Grove,ca,15090
Longwood,fl,15087
Mount Vernon,il,15087
Adelphi,md,15086
Fleming,ky,15082
Weston,wi,15069
Spanish Springs,nv,15064
Fort Leonard Wood,mo,15061
Mashpee,ma,15060
Sterling,il,15057
Missaukee,mi,15052
Williamsburg,va,15052
Macomb,il,15051
Metuchen,nj,15049
Ferndale,md,15048
Ferndale,wa,15048
Three Lakes,fl,15047
Torrance,nm,15045
Jackson Parish,la,15031
Eggertsville,ny,15019
Front Royal,va,15011
Batavia,ny,15010
Arenac,mi,15002
Holliston,ma,14996
Hazel Park,mi,14983
Bull Run,va,14983
Laurinburg,nc,14978
Greensburg,pa,14976
California City,ca,14973
Hereford,tx,14972
West University Place,tx,14955
New River,az,14952
Fullerton,pa,14925
Knik-Fairview,ak,14923
Bledsoe,tn,14913
Hudson,ma,14907
Clarksdale,ms,14903
North New Hyde Park,ny,14899
Oldsmar,fl,14898
Boulder City,nv,14885
Jacksonville,tx,14884
Tenafly,nj,14880
Marco,fl,14879
Waunakee,wi,14879
Fort Payne,al,14877
East San Gabriel,ca,14874
Jackson,mo,14869
Larue,ky,14867
Coto De Caza,ca,14866
Corinth,ms,14866
Englewood,fl,14863
Greendale,wi,14854
Saint John,in,14850
Welby,co,14846
Alexander City,al,14843
Horsham,pa,14842
Mastic Beach,ny,14841
Sibley,mn,14836
Canyon,tx,14836
Glens Falls,ny,14830
Kossuth,ia,14828
Masonboro,nc,14826
Oglethorpe County,ga,14825
Mineral Wells,tx,14820
Mineral Wells,wv,14820
Jennings,mo,14819
Key Biscayne,fl,14809
Head of Westport,ma,14809
Havre de Grace,md,14807
Sierra Vista Southeast,az,14797
East Highland Park,va,14796
Gasconade,mo,14794
Worthington,mn,14786
Worthington,oh,14786
Jayuya,pr,14779
Glen Allen,va,14774
Johnson City,ny,14773
Deming,nm,14758
Reeves,tx,14748
Nolan,tx,14738
Great Bend,ks,14733
Chippewa Falls,wi,14731
Cherryland,ca,14728
Ozark,al,14719
Beech Grove,in,14717
Owosso,mi,14714
Hammonton,nj,14711
Red Bluff,ca,14710
Karnes,tx,14710
McKenzie,nd,14704
West Norriton,pa,14702
Ellington,ct,14693
Whitewater,wi,14692
Lebanon,mo,14688
North Fair Oaks,ca,14687
Hollins,va,14673
Parkway,ca,14670
Falls Church,va,14658
Colesville,md,14647
Alamance,nc,14647
Graham,nc,14647
Robbinsdale,mn,14646
Cinnaminson,nj,14646
Moultrie,ga,14638
Fraser,mi,14636
Chaparral,nm,14631
Clark,nj,14628
Union County,nj,14628
College Park,ga,14601
Groveton,va,14598
Reidsville,nc,14583
Valle Vista,ca,14578
Parlier,ca,14576
Bemidji,mn,14574
Norridge,il,14572
Alamo,ca,14570
Druid Hills,ga,14568
Tolland,ct,14563
Fulton County,ar,14556
Fulton County,ga,14556
Fulton County,il,14556
Fulton County,in,14556
Fulton County,ny,14556
Fulton County,oh,14556
Fulton County,pa,14556
Las Animas County,co,14555
Clay County,al,14552
Clay County,ar,14552
Clay County,fl,14552
Clay County,ga,14552
Clay County,il,14552
Clay County,in,14552
Clay County,ia,14552
Clay County,ks,14552
Clay County,ky,14552
Clay County,mn,14552
Clay County,ms,14552
Clay County,ne,14552
Clay County,nc,14552
Clay County,sd,14552
Clay County,tn,14552
Clay County,tx,14552
Clay County,wv,14552
Cedar Mill,or,14546
Elizabethton,tn,14546
Lake Saint Louis,mo,14545
Northview,mi,14541
Harrisburg,nc,14539
Carbon,mt,14537
Carbon,pa,14537
Carbon,ut,14537
Carbon,wy,14537
Narragansett,ri,14532
Warrington,fl,14531
Moultrie,il,14526
Royal Kunia,hi,14525
Natchez,ms,14520
Greece,ny,14519
Hopatcong,nj,14510
Cannon,tn,14506
Hickory Hills,il,14505
Lilburn,ga,14502
Dumas,tx,14501
South Farmingdale,ny,14486
Mills,ia,14484
Mills,tx,14484
Harrison County,in,14483
Harrison County,ia,14483
Harrison County,ky,14483
Harrison County,ms,14483
Harrison County,mo,14483
Harrison County,oh,14483
Harrison County,tx,14483
Harrison County,wv,14483
East Islip,ny,14475
Glasgow,ky,14470
Fairview,nj,14451
Wetzel,wv,14442
East Bridgewater,ma,14440
Scottsbluff,ne,14436
Chicago Ridge,il,14433
Springfield,nj,14429
Scott Lake,fl,14425
Dent,mo,14421
Franklin Park,pa,14415
Lindenhurst,il,14408
Bridgetown,oh,14407
Callaway,fl,14405
Pineville,la,14403
Washington Court House,oh,14401
Sarasota Springs,fl,14395
Brainerd,mn,14395
Hugo,mn,14388
Federal Heights,co,14382
Gogebic,mi,14380
Lockhart,fl,14379
Lockhart,tx,14379
Brooklyn Park,md,14373
Cutlerville,mi,14370
Morris,il,14363
Hartford,wi,14355
Brookside,de,14353
Woodcrest,ca,14347
Highland Park,nj,14347
Beacon,ny,14347
Forest Park,il,14339
Antioch,il,14329
Midlothian,il,14325
Hunters Creek,fl,14321
Carthage,mo,14319
Manorville,ny,14314
East Greenwich,ri,14312
Phelan,ca,14304
Glasgow,de,14303
Hardy,wv,14299
Berea,sc,14295
Saddle Brook,nj,14294
Saline,ar,14292
Saline,ks,14292
Saline,mo,14292
Saline,ne,14292
Los Osos,ca,14276
North Mankato,mn,14275
Hershey,pa,14257
Knightdale,nc,14256
Nantucket County,ma,14255
Knott,ky,14251
Beach Park,il,14249
Chesterton,in,14241
Alpine,ca,14236
Gibsonton,fl,14234
Mill Valley,ca,14231
Gantt,sc,14229
Pelham,nh,14222
Moorestown-Lenola,nj,14217
Lakeway,tx,14217
Murraysville,nc,14215
Canton,il,14211
Bradley Gardens,nj,14206
Elk Plain,wa,14205
Choctaw County,al,14204
Choctaw County,ms,14204
Willowick,oh,14204
Choctaw County,ok,14204
Camano,wa,14202
Shepherdsville,ky,14201
Somerton,az,14197
Gulf,fl,14192
Fallsburg,ny,14192
Rusk County,tx,14188
Rusk County,wi,14188
O'Brien,ia,14182
Mount Holly,nc,14176
Cherry Hill Mall,nj,14171
Claiborne Parish,la,14170
Massac,il,14169
Estill,ky,14163
Uxbridge,ma,14162
McFarland,ca,14161
East Wenatchee,wa,14158
Allouez,wi,14156
Hawaiian Gardens,ca,14149
Wykagyl,ny,14146
Atoka County,ok,14143
Jefferson Valley-Yorktown,ny,14142
Five Forks,sc,14140
East Brainerd,tn,14132
Tehama,ca,14131
Dickenson,va,14124
Snoqualmie,wa,14121
Hyannis,ma,14120
New Ulm,mn,14120
Arverne,ny,14120
Fergus Falls,mn,14119
Swain,nc,14117
Sharonville,oh,14117
Bellefontaine,oh,14115
Whitefish Bay,wi,14110
Cedar Lake,in,14106
Sterling,co,14104
Pierre,sd,14091
Fish Hawk,fl,14087
McPherson,ks,14082
Jasper,al,14071
City of Williamsburg,va,14068
Screven,ga,14067
Wadena County,mn,14065
Dentsville,sc,14062
Allamakee,ia,14061
Trigg,ky,14061
New Cassel,ny,14059
Rosedale,ca,14058
Apollo Beach,fl,14055
Price,wi,14054
Washington,mo,14050
Lyndhurst,oh,14050
Indiana,pa,14044
South Sioux City,ne,14043
Beachwood,oh,14040
Verona,nj,14030
Verona,wi,14030
Westwood,ma,14029
Mount Washington,ky,14028
Roane,tn,14028
Roane,wv,14028
Hālawa,hi,14014
Rocky Point,ny,14014
Wood Dale,il,14012
Horizon West,fl,14000
Collingswood,nj,14000
Elfers,fl,13986
Sun Lakes,az,13975
Lincoln,il,13966
Hidalgo,tx,13964
Upper Grand Lagoon,fl,13963
Orange,ct,13956
Speedway,in,13952
South Venice,fl,13949
Waycross,ga,13942
Middlesex,nj,13934
Destin,fl,13931
Bexley,oh,13928
Circleville,oh,13927
Faribault County,mn,13921
Covington,ga,13916
Saint Simon Mills,ga,13915
University Heights,oh,13914
Hutchinson,mn,13913
King City,ca,13902
Livingston,ca,13902
Marietta,oh,13900
Maumee,oh,13896
Zapata County,tx,13889
Walthall County,ms,13884
New Franklin,oh,13877
Olean,ny,13870
Sauk Rapids,mn,13862
Ephrata,pa,13861
Miami Springs,fl,13859
Forest City,fl,13854
Glen Carbon,il,13842
Princeton Meadows,nj,13834
Whitehall,pa,13834
Newton County,ar,13830
Newton County,ga,13830
Newton County,in,13830
Newton County,ms,13830
Newton County,mo,13830
Newton County,tx,13830
Wauconda,il,13814
Hendersonville,nc,13814
Fort Carson,co,13813
Oak Park,ca,13811
Stanford,ca,13809
Homosassa Springs,fl,13791
Ladson,sc,13790
Warrensville Heights,oh,13789
Guánica,pr,13787
Moberly,mo,13783
Cayce,sc,13781
Glacier,mt,13778
Auburn,ca,13776
Clarksburg,md,13766
McMinnville,tn,13759
Winn,la,13755
Converse,wy,13751
Cromwell,ct,13750
Wixom,mi,13746
Greenlawn,ny,13742
Stony Brook,ny,13740
South Park Township,pa,13727
Salida,ca,13722
Sienna Plantation,tx,13721
Breathitt,ky,13718
Seabrook,tx,13716
New Carrollton,md,13715
Chowan,nc,13708
Callahan,tx,13708
Mebane,nc,13698
Avenal,ca,13696
Baker,la,13695
Port Neches,tx,13692
Glenpool,ok,13691
Athens,tn,13688
Trophy Club,tx,13688
Fort Campbell North,ky,13685
Canton,ms,13676
Boerne,tx,13674
Oglala Lakota,sd,13672
Roselle Park,nj,13670
Beeville,tx,13669
Endicott,ny,13667
Fort Mill,sc,13662
Stewart,ga,13657
Stewart,tn,13657
Olivehurst,ca,13656
Marshall,mn,13652
South Charleston,wv,13647
Monroe,ga,13641
Copley,oh,13641
Brecksville,oh,13635
Lake Forest Park,wa,13630
Western Springs,il,13629
West Freehold,nj,13613
Miami,ok,13611
Beaufort,sc,13607
Millbury,ma,13606
Hampton Bays,ny,13603
Bergen Beach,ny,13596
Comanche County,ks,13594
Comanche County,ok,13594
Comanche County,tx,13594
New Fairfield,ct,13579
Lebanon,nh,13579
Izard,ar,13577
Bardstown,ky,13567
Jericho,ny,13567
Lewisville,nc,13567
Hudson,wi,13566
Sharon,pa,13562
Lumberton,tx,13554
Warrenville,il,13553
North Branford,ct,13544
Swansea,il,13543
Riverdale,il,13536
Ford,il,13534
Ford,ks,13534
Glenmont,md,13529
Henderson,tx,13529
Hockessin,de,13527
Mount Dora,fl,13519
Plover,wi,13519
Naranja,fl,13509
Royse City,tx,13508
Palmetto Estates,fl,13498
Irondale,al,13497
Washington,pa,13497
Washington County,pa,13497
Waxhaw,nc,13495
White Center,wa,13495
River Ridge,la,13494
Olympia Heights,fl,13488
Andrews,tx,13487
Martinsville,in,13485
Martinsville,nj,13485
Martinsville,va,13485
Village of Campton Hills,il,13483
La Grange Park,il,13475
Conway,fl,13467
Glenn Dale,md,13466
Lincolnwood,il,13463
Englewood,oh,13460
Harwich,ma,13440
Broussard,la,13417
Oatfield,or,13415
Hālawa Heights,hi,13408
Blytheville,ar,13406
Pend Oreille,wa,13401
Fruita,co,13395
Blue Ash,oh,13394
Monroe,oh,13393
Kings Park West,va,13390
Nesconset,ny,13387
Channahon,il,13383
Hazel Crest,il,13382
Dunmore,pa,13379
Kilgore,tx,13376
Azle,tx,13369
Archuleta,co,13359
Discovery Bay,ca,13352
Coatesville,pa,13350
Palos Verdes Estates,ca,13347
Bedford,in,13347
Pottsville,pa,13346
Bellair-Meadowbrook Terrace,fl,13343
Saint James,ny,13338
Sault Ste. Marie,mi,13337
Ridge,ny,13336
Connersville,in,13324
Buffalo County,ne,13317
Buffalo County,sd,13317
Buffalo County,wi,13317
Charlton,ma,13315
Huron,sd,13313
Shorewood,wi,13311
Monticello,mn,13299
Riverhead,ny,13299
West Carrollton City,oh,13297
Franklin Park,nj,13295
Piney Green,nc,13293
Moffat,co,13292
Butler,pa,13289
Citrus Ridge,fl,13285
Berkeley Heights,nj,13285
Gonzalez,fl,13273
Amelia,va,13265
Carpinteria,ca,13264
Cheney,wa,13255
Palmetto,fl,13249
Mounds View,mn,13249
Orangeburg,sc,13240
Lake Station,in,13235
Spring Lake,nc,13234
Mercerville,nj,13230
Colonial Park,pa,13229
Steamboat Springs,co,13224
Fruitville,fl,13224
Ridgefield Park,nj,13224
Red Hill,sc,13223
Calera,al,13213
Carriere,ms,13198
Mono,ca,13195
Crenshaw,al,13194
Atlantic Beach,fl,13193
Mandeville,la,13192
Lea Hill,wa,13182
Waianae,hi,13177
Lone Tree,co,13175
Teays Valley,wv,13175
Brandermill,va,13173
Stoughton,wi,13173
Shoshone County,id,13169
Lakeland South,wa,13169
Las Vegas,nm,13166
Oakland,nj,13165
Short Hills,nj,13165
North Palm Beach,fl,13162
Wayland,ma,13155
Grand Terrace,ca,13150
Clayton,oh,13146
Crowley,la,13144
Harrison,ar,13138
Black Forest,co,13116
Windham,nh,13091
Florida City,fl,13085
Oneonta,ny,13079
La Grande,or,13074
Saint Marys,pa,13070
Soddy-Daisy,tn,13070
Woodinville,wa,13069
Kingsgate,wa,13065
Larkspur,ca,13064
Geneva,ny,13062
Fernandina Beach,fl,13052
Meadville,pa,13050
Fostoria,oh,13046
Lamb,tx,13045
Medway,ma,13042
Marshall,mo,13039
Santa Fe,tx,13037
Newton,nc,13035
Waconia,mn,13033
Webb City,mo,13031
North Auburn,ca,13022
Chino Valley,az,13020
Saint Ann,mo,13020
Forrest City,ar,13015
Thonotosassa,fl,13014
Arrochar,ny,13010
Middleburg,fl,13008
Rantoul,il,13008
Greenville,oh,13006
Perquimans,nc,13005
Shadow Hills,ca,13000
Saint Simons Island,ga,13000
Rochester,mi,12993
Woodward,ok,12993
Claremont,nh,12984
Presque Isle,mi,12982
White House,tn,12982
Bienville,la,12981
Superior,co,12980
Auburn,in,12979
Saint Augustine,fl,12975
Millard,ut,12975
Powell,oh,12972
West Monroe,la,12966
Guymon,ok,12965
College,ak,12964
Shiloh,il,12961
North Adams,ma,12961
Fort Drum,ny,12955
Grass Valley,ca,12944
Newington,va,12943
Greenwich,ct,12942
Lakeland North,wa,12942
Solana Beach,ca,12941
Woodhaven,mi,12941
Kingston,pa,12941
Pell City,al,12939
Tehachapi,ca,12939
Fulton,mo,12939
Vadnais Heights,mn,12912
Emeryville,ca,12905
Dover,oh,12899
Wilbarger,tx,12887
Saint Helens,or,12883
Forest Hill,tx,12881
Weigelstown,pa,12875
Dallas,ga,12870
El Dorado,ks,12870
Glendale,wi,12870
South Daytona,fl,12865
York Beach,me,12854
Melvindale,mi,12851
Northlake,il,12840
Holiday City-Berkeley,nj,12831
San Anselmo,ca,12830
Suamico,wi,12820
Vinton,oh,12800
Kettering,md,12790
Athens,tx,12788
Henderson County,tx,12788
Hamilton Square,nj,12784
Richton Park,il,12775
Wawarsing,ny,12771
Gaffney,sc,12764
Minooka,il,12758
Meigs,oh,12758
Meigs,tn,12758
Seaside,ny,12754
Bedford,oh,12747
Andover,ks,12745
Winnetka,il,12744
Dardenne Prairie,mo,12743
Dunkirk,ny,12743
Finneytown,oh,12741
D'Iberville,ms,12721
Amite,ms,12720
Kelso,wa,12720
Tallahatchie,ms,12715
Bloomsburg,pa,12711
Festus,mo,12706
Grover Beach,ca,12701
Grenada,ms,12700
Cornelius,or,12694
Boone,ia,12692
Minden,la,12690
Pennsville,nj,12684
Middle Valley,tn,12684
Belle Chasse,la,12679
Riviera Beach,md,12677
Pedley,ca,12672
El Sobrante,ca,12669
Nānākuli,hi,12666
Byram,ms,12666
McComb,ms,12661
Lindsay,ca,12659
Paradise Valley,az,12658
Centralia,il,12655
West Valley,wa,12655
Artondale,wa,12653
Wickliffe,oh,12652
Levelland,tx,12652
Branson,mo,12638
Panama City Beach,fl,12624
Montgomeryville,pa,12624
Windsor Locks,ct,12613
Effingham,il,12604
Justice,il,12600
Eufaula,al,12596
Mendota,ca,12595
Moody,al,12593
Neosho,mo,12590
North Smithfield,ri,12588
Florham Park,nj,12585
Loveland,oh,12585
Bleckley,ga,12583
Fort Atkinson,wi,12579
Sylacauga,al,12578
Mississippi,ar,12577
Mississippi,mo,12577
Saddle Brooke,az,12574
Platteville,wi,12572
Cloquet,mn,12568
Kemp Mill,md,12564
Rogers,mn,12562
Azalea Park,fl,12556
Lakeland,tn,12553
Rendon,tx,12552
Borger,tx,12551
Enumclaw,wa,12543
Bonita,ca,12538
Charlton,ga,12518
Woodland Park,nj,12518
Fortuna,ca,12516
Pulaski County,ar,12514
Pulaski County,ga,12514
Pulaski County,il,12514
Pulaski County,in,12514
Pulaski County,ky,12514
Pulaski County,mo,12514
Pulaski County,va,12514
San Marino,ca,12513
Kewanee,il,12509
Bainbridge,ga,12507
Cambridge,md,12507
Brown Deer,wi,12507
Bedford,ma,12502
Rehoboth,ma,12502
Streator,il,12500
Goshen,wy,12498
Towns,ga,12493
Yalobusha,ms,12481
Telfair,ga,12477
New Providence,nj,12469
Green River,wy,12465
Camp,tx,12464
Poquoson,va,12460
Cedar Grove,nj,12457
Ardmore,pa,12455
Escanaba,mi,12450
Wilmington,oh,12449
Ringwood,nj,12448
Braxton,wv,12447
Robinson,tx,12443
North Madison,in,12435
Abbeville,la,12434
Lake Arrowhead,ca,12424
Sedro-Woolley,wa,12421
Fernway,pa,12414
North Castle,ny,12408
Patchogue,ny,12408
Sanders,mt,12400
Ottawa,ks,12387
Colfax,ne,12387
Colfax,nm,12387
Four Corners,tx,12382
Kingsburg,ca,12380
Tyngsboro,ma,12380
Commerce,ca,12378
Spring Creek,nv,12361
Forestville,md,12353
Port Washington,wi,12353
Herrin,il,12352
Newman,ca,12351
Atco,nj,12350
El Campo,tx,12350
Jerome,id,12349
Blackfoot,id,12346
Tomball,tx,12341
Miller Place,ny,12339
Mountain Home,ar,12330
Lake Los Angeles,ca,12328
Cleveland,ms,12327
Derby,ct,12325
Portland,tn,12323
Gulfport,fl,12322
Conneaut,oh,12318
Appanoose,ia,12317
Broadlands,va,12313
Big Bear City,ca,12304
Eatontown,nj,12301
Coolidge,az,12297
Menard County,il,12297
Menard County,tx,12297
Morgan County,al,12295
Morgan County,co,12295
Morgan County,ga,12295
Morgan County,il,12295
Morgan County,in,12295
Morgan County,ky,12295
Morgan County,mo,12295
Morgan County,oh,12295
Morgan County,tn,12295
Morgan County,ut,12295
Morgan County,wv,12295
Marion,ar,12292
Plymouth,ct,12284
Trenton,oh,12281
Pamlico,nc,12276
Overlea,md,12275
North Merrick,ny,12272
Port Saint John,fl,12267
Green Valley,md,12262
Beatrice,ne,12261
Scotts Valley,ca,12224
Jacksonville,al,12222
Marysville,ca,12216
Clarkston,ga,12215
Kingston,ma,12208
Kings Point,fl,12207
Winfield,ks,12204
Somerville,nj,12202
Spearfish,sd,12193
Tucson Estates,az,12192
Haverstraw,ny,12187
Rolette,nd,12187
Morrow County,oh,12186
Morrow County,or,12186
West Plains,mo,12184
Timberlake,va,12183
Choctaw,ok,12182
Riverview,mi,12181
Wrentham,ma,12178
New Kensington,pa,12170
Macedonia,oh,12168
Rains,tx,12164
Lake City,fl,12161
Babylon,ny,12161
Travilah,md,12159
Hudson,fl,12158
Baraboo,wi,12155
Freeport,tx,12154
Camp Verde,az,12147
Moss Point,ms,12147
Stony Point,ny,12147
Richmond,tx,12138
Portales,nm,12137
Arkansas City,ks,12136
Amherst,oh,12135
New Kingman-Butler,az,12134
Glades,fl,12126
Edmonson,ky,12126
Weatherford,ok,12126
Hasbrouck Heights,nj,12125
Beaufort County,sc,12122
Port Royal,sc,12122
Cedarburg,wi,12121
Wells Branch,tx,12120
Luling,la,12119
New Baltimore,mi,12117
Blackford,in,12112
Cahokia,il,12096
Grafton,wi,12094
Salisbury,ny,12093
Woodmere,la,12080
Washington,in,12078
Crossville,tn,12071
Palos Heights,il,12068
Koochiching,mn,12062
Chelsea,al,12059
Boundary,id,12056
Glenn Heights,tx,12042
Madison,in,12040
Goldenrod,fl,12039
Artesia,nm,12036
Skamania,wa,12036
Edgewater,nj,12034
Fairfax Station,va,12030
Stafford,ct,12029
Little River,ar,12026
South Miami,fl,12026
Centerton,ar,12023
Smithfield,nc,12022
Red Oak,tx,12022
Los Alamos,nm,12019
Los Alamos County,nm,12019
Guttenberg,nj,12017
Gladstone,or,12017
Chickasaw,ia,12012
Chickasaw,ms,12012
Salem,oh,12003
Firestone,co,11999
Prowers,co,11999
Glen Rock,nj,11999
La Homa,tx,11985
Kailua-Kona,hi,11975
Poulsbo,wa,11975
Youngsville,la,11961
North Wantagh,ny,11960
Freehold,nj,11959
Summers,wv,11959
Monfort Heights,oh,11948
Holly Hill,fl,11943
Leeds,al,11936
Lunenburg County,va,11936
Richmond Hill,ga,11935
Bennsville,md,11923
Dudley,ma,11921
West Haven,ut,11921
Dranesville,va,11921
Bucyrus,oh,11916
Owyhee,id,11913
Archdale,nc,11907
Red Bank,nj,11899
Red Bank,sc,11899
Red Bank,tn,11899
Picayune,ms,11885
Hanover,nj,11870
Clayton,ca,11867
California,md,11857
Somersworth,nh,11855
Terryville,ny,11849
Lakeside,va,11849
Signal Hill,ca,11848
Wanaque,nj,11848
Plano,il,11847
Cypress Lake,fl,11846
Alexandria,mn,11843
Northumberland County,pa,11839
Northumberland County,va,11839
Westwood Lake,fl,11838
Terry,tx,11831
Georgetown,ga,11823
Greensburg,in,11819
Cottonwood,az,11818
Sugarland Run,va,11799
Half Moon Bay,ca,11795
Pontiac,il,11794
East Bethel,mn,11786
Bridgeton,mo,11786
Juab,ut,11786
Franklin,oh,11783
Los Alamitos,ca,11780
Newport East,ri,11769
Scurry,tx,11768
Snyder,tx,11768
Lansing,ks,11767
