city,state_slug,population
New Stanton,pa,2129
Baden,md,2128
Granby,mo,2128
Oakboro,nc,2128
Braddock,pa,2128
Wrangell,ak,2127
Falmouth,ky,2127
Shiner,tx,2127
Belvedere,ca,2126
New Eagle,pa,2126
Point Clear,al,2125
Midway,pa,2125
Faulk,sd,2125
Noel,mo,2124
Greenport West,ny,2124
Greensburg,ky,2123
Lincolnville,me,2123
Shelby,ms,2123
Marceline,mo,2123
Vincent,al,2120
Fairplains,nc,2120
Union,or,2120
Greenfield,tn,2120
Manchester Center,vt,2120
Albany,in,2119
Simmesport,la,2117
Tracy,mn,2117
Valley,ne,2117
Connerton,fl,2116
Onion Creek,tx,2116
Cetronia,pa,2115
Fort Pierre,sd,2115
Lake View,al,2114
Angola,ny,2114
Cambridge,il,2113
Auburn,mi,2113
Ord,ne,2113
Madison,nh,2113
Volga,sd,2113
Millers Creek,nc,2112
Rosemount,oh,2112
Helper,ut,2112
Rutland,ma,2111
Victory Lakes,nj,2111
Piketon,oh,2111
Firing Range,ga,2110
Maxton,nc,2110
Herington,ks,2109
Fairfield Bay,ar,2108
Brownlee Park,mi,2108
Canterbury,nh,2108
East McKeesport,pa,2108
Monson Center,ma,2107
Milford,ne,2107
Pumpkin Center,nc,2107
White Island Shores,ma,2106
Weweantic,ma,2105
Ogden,ks,2104
Sea Isle City,nj,2104
Cumberland,ky,2103
Jenkins,ky,2103
Steele,mo,2103
Mulino,or,2103
Willow,ak,2102
Eudora,ar,2102
Dry Ridge,ky,2102
Bernardston,ma,2102
Goldsby,ok,2102
Spiro,ok,2102
Northfield,vt,2101
Cedar Grove,wi,2101
Portola,ca,2100
Versailles,in,2100
Perry,mi,2100
Warsaw,mo,2100
Hunter,oh,2100
North Plains,or,2100
Holiday Heights,nj,2099
Glasco,ny,2099
Hughesville,pa,2099
Timmonsville,sc,2099
Kingston,wa,2099
Veedersburg,in,2098
Hart,mi,2098
Chinchilla,pa,2098
Inez,tx,2098
Canaan,me,2097
Graysville,al,2096
Parma,id,2096
Walkerton,in,2096
Bridgman,mi,2096
Marlborough,mo,2096
New Haven,mo,2096
Colstrip,mt,2096
Holly Ridge,nc,2096
Jermyn,pa,2096
Preston,tx,2096
Vista Center,nj,2095
Lima,ny,2095
McDonald,pa,2095
Flora,in,2094
Shelburne,ma,2094
Flora,ms,2094
Dryden,ny,2094
Saint Hedwig,tx,2094
Stonewall,la,2093
Aberdeen Proving Ground,md,2093
Narrows,va,2093
Kamas,ut,2092
Churchville,ny,2091
Pink,ok,2091
Churchville,pa,2091
Port Allegany,pa,2091
Halls,tn,2091
Pecatonica,il,2090
Cloverdale,in,2090
San Ysidro,nm,2090
Hopwood,pa,2090
Rankin,pa,2090
San Juan Bautista,ca,2089
Higganum,ct,2089
Whitehouse Station,nj,2089
Brewster Hill,ny,2089
Bolindale,oh,2089
Saint Paris,oh,2089
Woodstock,ny,2088
Alta,ia,2087
Detroit Beach,mi,2087
Elmwood Place,oh,2087
Lipscomb,al,2086
Morningside,md,2086
Gladstone,nj,2086
Peapack,nj,2086
Morrisville,ny,2086
Southwest Greensburg,pa,2086
Morrisville,vt,2086
Rockport,in,2085
Wapello,ia,2084
Stanton County,ks,2084
Stanton County,ne,2084
Saint George,sc,2084
Easton,ca,2083
Bath,mi,2083
Woodville,oh,2083
Krebs,ok,2083
Slocomb,al,2082
Houston,mo,2082
Meyersdale,pa,2082
Ludowici,ga,2081
Dakota City,ne,2081
South Pottstown,pa,2081
Caney,ks,2080
Breckinridge Center,ky,2080
Leeds,me,2080
Carrington,nd,2080
Hickman,ne,2079
Cardington,oh,2079
Shepherdstown,wv,2079
Taylorsville,nc,2078
Belcourt,nd,2078
Mason City,il,2077
Lake Ozark,mo,2077
Weatherby Lake,mo,2077
Bowmansville,pa,2077
Oakwood Hills,il,2076
Drexel,oh,2076
Ninety Six,sc,2076
Weimar,tx,2076
Wewahitchka,fl,2074
Ely,ia,2074
Pardeeville,wi,2074
Lyman,wy,2074
Brundidge,al,2073
Twin Lakes,fl,2073
Stratford,tx,2073
Waverly,va,2073
Pegram,tn,2072
Bayou Gauche,la,2071
Bridgton,me,2071
Howard Lake,mn,2071
Cave Junction,or,2071
Hurlock,md,2070
Valley Hill,nc,2070
McColl,sc,2070
Concord,wi,2070
Wheatland,mt,2069
Leechburg,pa,2069
Monticello,ut,2069
Springfield,mn,2068
Imperial,ne,2068
Imperial,pa,2068
Winter Beach,fl,2067
Abram,tx,2067
Prairie Creek,ar,2066
Trenton,fl,2066
Windsor,vt,2066
Prince George,va,2066
Lake Village,ar,2065
Thorsby,al,2064
Ellis,ks,2064
West Wareham,ma,2064
Masury,oh,2064
Robesonia,pa,2064
Pineridge,sc,2064
Edwards Air Force Base,ca,2063
Piru,ca,2063
Sac City,ia,2063
Walden,tn,2063
Fisher,il,2062
Topton,pa,2062
Hale Center,tx,2062
Reynolds Heights,pa,2061
Walnutport,pa,2061
Plainview,tn,2061
Redgranite,wi,2061
Trail Creek,in,2060
Rutland,wi,2060
Lexington,il,2059
East Pepperell,ma,2059
Chouteau,ok,2059
Fairdale,pa,2059
Elmwood,il,2058
Lookout Mountain,tn,2058
Burley,wa,2057
Iona,id,2056
Atkins,ia,2056
Palmer,tx,2055
Washburn,wi,2055
Berkeley Lake,ga,2054
Saint Charles,mi,2054
Marionville,mo,2054
South Greensburg,pa,2054
Audubon,ia,2053
Lorenz Park,ny,2053
Toftrees,pa,2053
Chase City,va,2053
La Salle,co,2052
Freeport,fl,2052
Lame Deer,mt,2052
Augusta,ar,2051
Colfax,ia,2051
Ida Grove,ia,2051
Lee,ma,2051
Sandy Valley,nv,2051
Carlin,nv,2050
Judson,sc,2050
Seabrook Island,sc,2050
Fulton,md,2049
Galesburg,mi,2049
Woodland Beach,mi,2049
Lexington,mn,2049
Lathrop,mo,2049
East Atlantic Beach,ny,2049
Lake Summerset,il,2048
Charleston,ms,2048
Memphis,mo,2048
Memphis,tx,2048
Golden Shores,az,2047
Keweenaw,mi,2046
Pine Level,nc,2046
Oakley,ks,2045
Lincoln Beach,or,2045
Castlewood,va,2045
Freeland,wa,2045
Saint Bonaventure,ny,2044
Limon,co,2043
Sussex,nj,2043
Ferrum,va,2043
Gate City,va,2043
Columbus,mt,2042
Dolgeville,ny,2042
San Pasqual,ca,2041
Ogden,ia,2041
Augusta,ny,2041
Brockway,pa,2040
Bradley,wv,2040
Leachville,ar,2039
Haynesville,la,2039
Belmont,ms,2039
Browns Lake,wi,2039
Liberty,in,2038
Los Molinos,ca,2037
Waterford,ny,2037
Mount Holly Springs,pa,2037
Kirbyville,tx,2036
Coaling,al,2035
Lone Pine,ca,2035
Ocean View,de,2035
Saint Pauls,nc,2035
Seneca,ks,2034
Arcola,tx,2034
Dolan Springs,az,2033
Walton Hills,oh,2033
Beverly Hills,tx,2033
Jonestown,tx,2033
Gandy,fl,2031
Fruitland,nc,2031
Glen Rock,pa,2031
Lynnwood-Pricedale,pa,2031
Zion,pa,2030
Bristol,vt,2030
North York,pa,2029
Cordova,al,2028
Kouts,in,2028
Erath,la,2028
Baldwinville,ma,2028
Delmar,de,2027
Kualapu‘u,hi,2027
Girard,il,2027
Jamestown,oh,2027
Buckland,ma,2026
Linden,al,2025
Haverhill,fl,2025
Seth Ward,tx,2025
Badin,nc,2024
Epworth,ia,2023
Cottonport,la,2023
Albion,me,2023
Judith Basin,mt,2023
Cowpens,sc,2023
Westport,wa,2023
Ridgeway,ak,2022
Demorest,ga,2022
Lithonia,ga,2022
Beech Mountain Lakes,pa,2022
Bethlehem Village,ct,2021
Ortonville,mn,2021
Saint Matthews,sc,2021
Rio Hondo,tx,2021
Hoyt Lakes,mn,2020
Navesink,nj,2020
Boonville,ny,2020
Old Brookville,ny,2020
Westwood,ca,2019
Olathe,co,2019
Kealakekua,hi,2019
Manitou Beach-Devils Lake,mi,2019
Berlin,pa,2019
Shavertown,pa,2019
Shelby,mi,2018
Eupora,ms,2018
Warson Woods,mo,2018
Burnham,pa,2018
Kensington,nh,2016
Youngsville,pa,2016
Stephens City,va,2016
Benton,la,2015
Upper Nyack,ny,2015
Westmorland,ca,2014
Albany,tx,2014
Mount Olive,il,2013
Slayton,mn,2013
Kiawah Island,sc,2013
Rockdale,il,2012
Albany,ky,2012
Clinton County,ky,2012
Ellinwood,ks,2011
Seneca Knolls,ny,2011
Shrub Oak,ny,2011
Calabash,nc,2011
Irrigon,or,2011
Carlisle,ky,2010
Ocean Gate,nj,2010
Sumner,ia,2009
Hanley Hills,mo,2009
Scottsville,ny,2009
Midway,ga,2007
Sparks,ga,2007
Mars Hill,nc,2007
East Berwick,pa,2007
Coleraine,mn,2006
Eyota,mn,2006
Merriam Woods,mo,2006
Clyde,ny,2006
Troup,tx,2006
Neuse Forest,nc,2005
Pinedale,wy,2005
Sigourney,ia,2004
Holderness,nh,2004
Huntington,ut,2004
Sharpsburg,nc,2003
Minneapolis,ks,2002
Stevensville,mt,2002
Leavenworth,wa,2002
Colquitt,ga,2001
Seaside,fl,2000
Culp Creek,or,2000
New Chicago,in,1999
Mountain Lake,mn,1999
Coeburn,va,1999
Wakarusa,in,1998
McCleary,wa,1997
Jeff Davis,ga,1996
Jeff Davis,tx,1996
Colfax,ca,1995
Northwood,ia,1995
Pawling,ny,1995
Gilliam,or,1995
Spring City,tn,1995
Lake Odessa,mi,1994
Syracuse,ne,1993
Fall City,wa,1993
Stewart Manor,ny,1992
Gregory,tx,1992
Little River-Academy,tx,1992
Whitney,tx,1992
Stevenson,al,1991
Brookdale,ca,1991
Sewall's Point,fl,1991
Doniphan,mo,1991
North Fork Village,oh,1991
Dover,pa,1991
Sheldon,tx,1990
Three Forks,mt,1989
Olton,tx,1989
Trexlertown,pa,1988
Hillsboro Beach,fl,1987
Louisa,ky,1987
Union,ms,1987
Glenmoor,oh,1987
Leonard,tx,1987
Louisa,va,1987
Lake Butler,fl,1986
Munising,mi,1986
Mayflower,ar,1984
Driggs,id,1984
Turner,or,1984
Ashland,al,1983
Catlin,il,1983
Jasonville,in,1983
Buckfield,me,1983
Brewster,ma,1983
Capac,mi,1983
Brewster,ny,1983
Brewster,oh,1983
Rafael Gonzalez,pr,1983
Brewster,wa,1983
Anderson,mo,1982
Edgerton,oh,1982
Cimarron,ks,1981
Kountze,tx,1981
Wilsonville,al,1980
Long Neck,de,1980
Cecilia,la,1980
Sterlington,la,1980
Anahuac,tx,1980
Haymarket,va,1980
Riverbend,wa,1980
Haskell,ok,1979
West Hamburg,pa,1979
Linden,tx,1979
Laymantown,va,1979
Port Morris,ny,1978
Lancaster Mill,sc,1978
Piedmont,mo,1977
Hillsborough,nh,1976
Congress,az,1975
Harlem Heights,fl,1975
Red Hook,ny,1975
Ganado,tx,1975
Jones Creek,tx,1975
Elberta,al,1974
Moundridge,ks,1974
Blooming Prairie,mn,1974
Randolph,vt,1974
Eagle,wi,1974
Worth,ga,1973
Britt,ia,1973
Worth,ia,1973
Worth,mo,1973
Leavittsburg,oh,1973
Vinton,tx,1973
Welch,wv,1973
Afton,wy,1972
Mill City,or,1971
Three Rivers,tx,1971
Farmingdale,me,1970
Butcher's Hill,md,1970
Vinita Park,mo,1970
Merrionette Park,il,1969
Lamoni,ia,1969
Sea Breeze,nc,1969
Camden,oh,1969
Chelsea,ok,1969
Lac du Flambeau,wi,1969
Broad Creek,nc,1968
Newtown,ct,1967
Nisswa,mn,1967
Seymour,mo,1967
Hollis,ok,1967
East Washington,pa,1966
Biggs,ca,1964
Cold Spring,ny,1964
Pine,az,1963
Prairie Grove,il,1963
Malta,mt,1963
Thornton,nh,1963
Bellville,oh,1963
Allyn,wa,1963
Beaver Dam,az,1962
Bylas,az,1962
Kahoka,mo,1961
Plain View,nc,1961
Mount Jackson,va,1961
Dora,al,1960
Trion,ga,1960
Parkersburg,ia,1960
Moscow,pa,1960
Liberty County,fl,1959
Liberty County,ga,1959
Indian River,mi,1959
Liberty County,mt,1959
Ten Mile Run,nj,1959
Liberty County,tx,1959
Fords Prairie,wa,1959
Mabton,wa,1959
Phoenix,il,1958
Jonestown,pa,1958
Hurstbourne Acres,ky,1957
Newaygo,mi,1957
Bear Creek,ak,1956
Bodfish,ca,1956
Gordon,ga,1956
Clayton,ny,1956
Ronan,mt,1955
Englishtown,nj,1955
H. Rivera Colon,pr,1955
Bellevue,il,1954
North Eagle Butte,sd,1954
Arden on the Severn,md,1953
Springfield,sd,1953
Bull Shoals,ar,1952
Olga,fl,1952
Orchard Hills,pa,1952
Haslet,tx,1952
Mannington,wv,1952
New Athens,il,1951
Jacksboro,tn,1951
Avery Creek,nc,1950
Taft Heights,ca,1949
Columbia City,or,1949
West Glendive,mt,1948
Burns Flat,ok,1948
Constantine,mi,1947
Mattawan,mi,1947
Hartshorne,ok,1947
Pennville,pa,1947
Jamestown,tn,1947
Redstone Arsenal,al,1946
Prophetstown,il,1946
Cabool,mo,1946
Moriarty,nm,1946
Crystal Lake,ct,1945
East Bronson,fl,1945
Mount Sterling,il,1945
Phelps,ny,1945
Mount Sterling,oh,1945
North Granby,ct,1944
East Helena,mt,1944
Durham,or,1944
Kaanapali Landing,hi,1943
Union City,ok,1942
Spangler,pa,1942
Coupeville,wa,1942
Van Horn,tx,1941
Laurel Hollow,ny,1940
West End,ny,1940
Lewiston,mn,1939
West Hurley,ny,1939
Guilford Siding,pa,1939
Lewiston,ut,1939
Athens,il,1938
Belzoni,ms,1938
Van Buren,me,1937
Elsberry,mo,1937
Wilber,ne,1937
Yanceyville,nc,1937
Creola,al,1936
Pawnee,ok,1936
Mercer,pa,1936
Nettleton,ms,1935
South Connellsville,pa,1935
Morris,al,1934
Collierville,ca,1934
Hill 'n Dale,fl,1934
Hertford,nc,1934
Banks,or,1934
North Warren,pa,1934
Lake Dunlap,tx,1934
Lovettsville,va,1934
Brooklawn,nj,1933
Fritz Creek,ak,1932
Albion,il,1932
Fairchance,pa,1932
Great Falls,sc,1932
Doe Valley,ky,1931
Becket,ma,1931
Gap,pa,1931
Camden,al,1930
Cowarts,al,1930
Anchor Point,ak,1930
Steeleville,il,1930
Lakeshore,la,1930
Fort Plain,ny,1930
Aberdeen,id,1929
Queenland,md,1929
Bonneau Beach,sc,1929
César Chávez,tx,1929
Dunnellon,fl,1928
Minonk,il,1928
Meagher,mt,1927
Wynnewood,ok,1927
Talty,tx,1927
Parchment,mi,1926
Monte Alto,tx,1924
Florala,al,1923
Elida,oh,1923
Big Beaver,pa,1923
Emporium,pa,1923
Blackville,sc,1923
Clearwater,mn,1922
Campbell,mo,1922
Youngstown,ny,1921
Spencer,wi,1921
Canton,pa,1920
San Augustine,tx,1920
Monon,in,1919
West Homestead,pa,1919
Custer,sd,1919
Londonderry,vt,1919
Appomattox,va,1919
Montz,la,1918
Madbury,nh,1918
Hopewell,nj,1918
Mellette,sd,1918
Hopewell,tn,1918
Livingston,la,1917
Gwinn,mi,1917
Alpine,nj,1917
Sebastian,tx,1917
Gotha,fl,1915
Venice,il,1915
Webster,nh,1913
Webster,sd,1913
Sturgis,ky,1912
Riverside,pa,1912
Yorklyn,pa,1912
Clarkesville,ga,1911
Martinsburg,pa,1911
Thomaston,ct,1910
Berrien Springs,mi,1910
Tunica Resorts,ms,1910
Waskom,tx,1910
Saint Albans,me,1909
Purvis,ms,1909
Langdon,nd,1909
Arcade,ga,1908
Peosta,ia,1908
Arcade,ny,1908
Hyde Park,ny,1908
Polk City,fl,1907
Belleville,ks,1907
Pojoaque,nm,1907
Kenilworth,pa,1907
Meadowlakes,tx,1907
Campbellsport,wi,1907
Bruce,ms,1906
Frewsburg,ny,1906
Lake Kiowa,tx,1906
Henryville,in,1905
Hinsdale,ma,1905
Clark Mills,ny,1905
North Belle Vernon,pa,1905
Hinckley,il,1904
Hinckley,mn,1904
Deering,nh,1904
Lakeside,or,1904
Charenton,la,1903
Yale,mi,1903
Mayer,mn,1903
Bloomfield,mo,1903
Belle Rose,la,1902
Dallas Center,ia,1901
Moravian Falls,nc,1901
East Kingston,nh,1900
Shenorock,ny,1898
Winnsboro Mills,sc,1898
Valley View,oh,1897
Italy,tx,1897
Roxbury,wi,1897
Vernon,al,1895
Plainville,ks,1895
West Tawakoni,tx,1895
South Lancaster,ma,1894
Kenyon,mn,1894
Lester Prairie,mn,1894
South Zanesville,oh,1894
Rose Lodge,or,1894
Vale,or,1894
Rolling Hills,ca,1893
Gosper,ne,1893
Enterprise,or,1893
Landisville,pa,1893
Gila Bend,az,1892
Morton,tx,1892
South Roxana,il,1891
New Carlisle,in,1891
Clinton,ny,1891
Los Alamos,ca,1890
Kent Acres,de,1890
Inola,ok,1890
Astatula,fl,1889
Coal Grove,oh,1889
Sesser,il,1888
Elkhart,ks,1888
Napavine,wa,1888
Ault,co,1887
Buffalo,tx,1887
Brice Prairie,wi,1887
Miller,ga,1886
Milan,in,1886
Mapleton,mn,1886
Delaware City,de,1885
Butler,ga,1885
Siesta Acres,tx,1885
Sunshine Ranches,fl,1884
Superior,ne,1884
Laurel Springs,nj,1884
Fern Prairie,wa,1884
Greenfield,ia,1883
Baraga,mi,1883
Rolling Fork,ms,1883
Leesport,pa,1883
Blacksburg,sc,1883
New London,ia,1882
Surgoinsville,tn,1882
Lattingtown,ny,1881
Conyngham,pa,1881
Millwood,wa,1881
Daniels,wv,1881
South Deerfield,ma,1880
Sulligent,al,1879
Silver Lake,fl,1879
Mackinaw,il,1879
Long Valley,nj,1879
Lacon,il,1878
Edgewood,in,1878
Gibbon,ne,1878
Clarendon,ar,1877
Granby,co,1877
Oliver,nd,1877
Temple,pa,1877
Three Way,tn,1877
Clarendon,tx,1877
Bagdad,az,1876
Bay,ar,1876
China Lake Acres,ca,1876
Bondsville,ma,1876
Aberdeen,in,1875
Thomaston,me,1875
Jefferson,md,1875
Oakland,md,1875
Jefferson,nc,1875
Jefferson,tx,1875
Samson,al,1874
L'Anse,mi,1874
Garden,ne,1874
Stagecoach,nv,1874
McAlmont,ar,1873
Greensboro,md,1873
Glen Lyon,pa,1873
Shawnee Land,va,1873
Hammond,wi,1873
Crystal Lawns,il,1872
Haakon,sd,1872
Cameron,wi,1872
Durant,ia,1871
Churubusco,in,1870
Sherman County,ks,1870
Sherman County,ne,1870
Sherman County,or,1870
Sherman County,tx,1870
Bryant,wa,1870
Tenino,wa,1870
London,ca,1869
Esko,mn,1869
Cave City,ar,1868
Lakemont,pa,1868
Martorell,pr,1868
Grayling,mi,1867
Tome,nm,1867
Blaine,tn,1867
Collinsville,al,1866
Maysville,ga,1866
Leslie,mi,1866
Collinsville,ms,1866
Drexel,nc,1866
Condon,tn,1866
Collinsville,tx,1866
Star Valley Ranch,wy,1866
Leverett,ma,1865
Thoreau,nm,1865
Laurium,mi,1864
Alstead,nh,1864
Watkins Glen,ny,1863
Rector,ar,1862
Ellijay,ga,1862
Central Square,ny,1862
Newburgh Heights,oh,1862
Elmendorf,tx,1862
Guttenberg,ia,1861
Braddock Hills,pa,1861
Milton,vt,1861
Rushford,mn,1860
Hide-A-Way Lake,ms,1859
Bernie,mo,1859
Stockton,mo,1859
Tullytown,pa,1859
Fritch,tx,1859
North Judson,in,1857
Humboldt,ks,1856
Lakesite,tn,1856
Falmouth,me,1855
Marlette,mi,1855
Carterville,mo,1855
Eureka County,nv,1855
Cricket,nc,1855
Chenoweth,or,1855
Sylvania,al,1854
Judsonia,ar,1854
Pine Island Center,fl,1854
Labadieville,la,1854
Hunter,tn,1854
Durand,wi,1854
Wabasso Beach,fl,1853
Roseville,oh,1853
Red River,la,1852
Drew,ms,1852
Milan,mo,1852
Oakham,ma,1851
Folsom,nj,1851
Hays,nc,1851
Bangor,mi,1850
Lawton,mi,1850
Dalton,oh,1850
Morgan,ga,1849
Waterville,mn,1849
Crossville,al,1848
Williamsport,in,1848
Biscoe,nc,1848
Armstrong,pa,1848
Jacobus,pa,1848
Armstrong,tx,1848
Oak Hill,fl,1846
Carbon Cliff,il,1846
Belle Plaine,ks,1846
Navarre,oh,1846
Belle Plaine,wi,1846
Franksville,wi,1846
Pierce,ne,1845
Patrick Springs,va,1845
New Hartford,ny,1844
Barview,or,1844
Trainer,pa,1844
Van Vleck,tx,1844
Troy,tx,1843
Trempealeau,wi,1843
Marion,ks,1842
Conway,ma,1841
Gurdon,ar,1840
Coarsegold,ca,1840
Devens,ma,1840
Adamstown,pa,1840
Campion,co,1839
Hayden,co,1839
Lakeland,mn,1839
Deuel,ne,1838
Deuel,sd,1838
Concord,al,1837
Waurika,ok,1837
Denver,ia,1835
Howard City,mi,1835
Southside Place,tx,1835
Big Lake,wa,1835
Tawas City,mi,1834
Bedford,ny,1834
Trevorton,pa,1834
Marissa,il,1833
Wesson,ms,1833
Leetonia,oh,1833
Rainbow,ca,1832
Davisboro,ga,1832
Earle,ar,1831
Monroe,ia,1831
Goodrich,mi,1831
Eastport,ny,1831
Hamlin,tx,1831
McCamey,tx,1831
Ocean Ridge,fl,1830
Columbus Junction,ia,1830
Warroad,mn,1830
Cambridge,ny,1830
Gold Key Lake,pa,1830
Lake Isabella,mi,1829
Saint Paul,mo,1829
Mayville,nd,1829
Farmer City,il,1828
Bellwood,pa,1828
Magnolia,tx,1828
Colby,wi,1828
Spring Green,wi,1828
Belleville,pa,1827
Bonneauville,pa,1827
Quitman,tx,1827
Blountsville,al,1826
Mio,mi,1826
Richland,mo,1826
Spinnerstown,pa,1826
Level Plains,al,1825
Smoke Rise,al,1825
Orion,il,1825
Fort Fairfield,me,1825
Frenchtown,mt,1825
Butler,wi,1825
Laton,ca,1824
Five Points,oh,1824
Pikeville,tn,1824
Saltville,va,1824
Conway,nh,1823
Brookwood,al,1822
Leon,ia,1822
Middleport,ny,1822
Fairfax,sc,1822
Bluff City,tn,1822
Pearson,ga,1821
Mount Pleasant,nc,1821
Pomeroy,oh,1821
Wright-Patterson AFB,oh,1821
Estill,sc,1821
Waterbury,vt,1821
Moose Wilson Road,wy,1821
Lagunitas-Forest Knolls,ca,1819
Inkerman,pa,1819
Poth,tx,1819
Grove Hill,al,1818
Galena,in,1818
South Whitley,in,1818
Wellsville,ks,1818
Nambe,nm,1818
Port Carbon,pa,1817
Basile,la,1816
Landover Hills,md,1815
Charlotte,tx,1815
Coal City,wv,1815
Sardis City,al,1814
North Newton,ks,1814
Veazie,me,1814
Houserville,pa,1814
Los Llanos,pr,1814
Silver Bay,mn,1813
Lindley,ny,1813
Wayland,ny,1813
Mescal,az,1812
Warrenton,ga,1812
Westernport,md,1812
Rio Verde,az,1811
Mokulēia,hi,1811
Sea Girt,nj,1811
Monarch Mill,sc,1811
Osseo,wi,1811
Boyd,ky,1810
Independence,la,1810
Boyd,ne,1810
Central Valley,ny,1810
Eldorado,tx,1810
Jean Lafitte,la,1809
Forest City,pa,1809
Saint Lawrence,pa,1809
Susquehanna,pa,1809
Chapin,sc,1809
Nicholson,ga,1808
Presquille,la,1807
Lavallette,nj,1807
Kemah,tx,1807
North Eastham,ma,1806
Arkoma,ok,1806
Green Acres,ca,1805
Georgetown,ct,1805
Bessemer,mi,1805
Lovelock,nv,1805
Belington,wv,1805
Grove City,fl,1804
Jamestown,ky,1804
New Johnsonville,tn,1804
Reinholds,pa,1803
Decatur,wi,1803
Cedar Bluff,al,1802
Oronoco,mn,1802
Baker,mt,1802
Plymouth,oh,1802
Hooker,ok,1802
Fall River,wi,1801
Long Lake,mn,1800
Brodheadsville,pa,1800
Oak Cliff Place,tx,1800
Porterdale,ga,1799
Ko Olina,hi,1799
WaKeeney,ks,1799
Mount Cobb,pa,1799
Enterprise,ut,1799
Butler,al,1798
Cienega Springs,az,1798
Harwich Center,ma,1798
Steele County,mn,1798
Oakes,nd,1798
Steele County,nd,1798
Stonewood,wv,1798
Decatur,ms,1797
Mesilla,nm,1797
Noank,ct,1796
New Oxford,pa,1796
Weyauwega,wi,1796
Bynum,al,1795
Glide,or,1795
Oroville,wa,1795
Thorp,wi,1795
Leadville North,co,1794
Avon-by-the-Sea,nj,1794
East Pittsburgh,pa,1794
Burnt Store Marina,fl,1793
Delcambre,la,1793
Gearhart,or,1793
Stockton,il,1792
Gilbert,mn,1792
Sparta,mo,1792
Cooperstown,ny,1792
Culebra,pr,1792
Rehobeth,al,1791
Nobleboro,me,1791
Parsonsfield,me,1791
Cridersville,oh,1791
Industry,pa,1791
Sullivans Island,sc,1791
Somers,ct,1789
Pepeekeo,hi,1789
South Belmar,nj,1789
Cross Plains,tn,1789
Shamrock,tx,1789
Seven Trees,ca,1788
Jemez Pueblo,nm,1788
Weedsport,ny,1788
Marfa,tx,1788
Townsend,de,1787
Townsend,mt,1787
Warren,or,1787
Ingram,tx,1787
Willard,ut,1787
Somonauk,il,1786
Montegut,la,1786
Upper Brookville,ny,1786
Loxley,al,1785
Owens Cross Roads,al,1785
Wallace,fl,1785
Woodlawn Beach,fl,1785
South Browning,mt,1785
Arroyo Seco,nm,1785
Valatie,ny,1785
Lorena,tx,1785
Northcrest,tx,1785
Linden,ca,1784
Miami,az,1783
Sun Valley,az,1783
McArthur,oh,1783
Somerset,tx,1783
Idaho Springs,co,1782
Verona Walk,fl,1782
Stuart,ia,1782
Stuart,va,1782
Medicine Lodge,ks,1781
Upper Pohatcong,nj,1781
Yorktown Heights,ny,1781
Roman Forest,tx,1781
Bokeelia,fl,1780
Catlettsburg,ky,1780
Pine Bush,ny,1780
West Carthage,ny,1780
Melbourne,ar,1779
Star City,ar,1779
Tuolumne City,ca,1779
Elkland,pa,1779
Espino,pr,1779
Mount Gay-Shamrock,wv,1779
Star City,wv,1779
Lake Ripley,wi,1779
Cobb,ca,1778
Rio Lajas,pr,1778
Kings Bay Base,ga,1777
Argos,in,1777
McConnell AFB,ks,1777
La Pine,or,1777
Ben Avon,pa,1777
Oak Grove,va,1777
Newport,me,1776
Danbury,tx,1776
Claypool Hill,va,1776
Royal City,wa,1776
Frankton,in,1775
Duson,la,1775
Cordova,nc,1775
Harrisville,wv,1775
Meridian Hills,in,1774
Ramseur,nc,1774
Peebles,oh,1774
Decatur,ar,1773
North Corbin,ky,1773
Whitesburg,ky,1773
Marcellus,ny,1773
Evans City,pa,1773
Sour Lake,tx,1773
Pierson,fl,1772
Randolph,me,1772
La Mesilla,nm,1772
Shasta,ca,1771
Osakis,mn,1771
Lewisburg,oh,1770
Dickens County,tx,1770
Woodcreek,tx,1770
Randolph,wi,1770
Carbon Hill,al,1769
Braham,mn,1769
Belford,nj,1768
Painted Post,ny,1768
Mazomanie,wi,1768
Stewartville,al,1767
Lewisport,ky,1767
Wales,ma,1767
Decatur,mi,1767
Tunkhannock,pa,1767
Ritzville,wa,1767
Mount Zion,ga,1766
Oswego,ks,1766
West Paris,me,1766
Krugerville,tx,1766
Saint Francisville,la,1765
Sumrall,ms,1765
Greenfield,nh,1765
Moweaqua,il,1764
Deville,la,1764
Onalaska,tx,1764
Cudjoe Key,fl,1763
West Unity,oh,1763
Dravosburg,pa,1763
Bayou Vista,tx,1763
Roanoke,il,1762
Roanoke,in,1762
Pineville,ky,1762
Oakfield,ny,1762
Jackson,sc,1762
Port Edwards,wi,1762
Home Garden,ca,1761
Oberlin,ks,1761
Golden Meadow,la,1761
Adams,ny,1761
Bakerstown,pa,1761
Jobos,pr,1761
Adams,wi,1761
Port Sulphur,la,1760
Lunenburg,ma,1760
Hamilton City,ca,1759
Lake Como,nj,1759
Everett,pa,1759
Lykens,pa,1759
Cowan,tn,1759
Fort Washakie,wy,1759
Oldham,ky,1758
Honey Brook,pa,1758
Piedra Gorda,pr,1758
Oldham,tx,1758
Akron,co,1757
Key Vista,fl,1757
Shadeland,in,1757
Akron,ia,1757
Crownsville,md,1757
Big Pine,ca,1756
Rosedale,ms,1756
Bridgehampton,ny,1756
Stowell,tx,1756
Starksboro,vt,1756
Gilman,il,1754
